,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
484,Programmer I,NYU Langone,"New York, NY+3 locations",N/A,"The individual must possess the core programming skills and be able to focus on, Python, R, HTML, CSS, SQL,.net, algorithm, c+, java, matlab, php.",Posted30+ days ago,2022-05-05
485,Software Engineer,EARNEST RESEARCH,"New York, NY",Estimated $132K - $167K a year,"At least 3 years of experience working on a software development team building software for deployment in the cloud in a small, fast-paced team.",Posted30+ days ago,2022-05-05
486,"Software Engineer, Machine Learning",Facebook App,"New York, NY+1 location",N/A,"Develop highly scalable classifiers and tools leveraging machine learning, data regression, and rules based models.",Posted30+ days ago,2022-05-05
487,"Software Developer (Full-Time, Entry-Level)",Accelerated Information Systems,"Hicksville, NY 11801",Estimated $58.6K - $74.2K a year,"Participate in the development and delivery of solutions that directly impacts day to day activities of our clients.
Handle multiple tasks on daily basis.",Posted30+ days ago,2022-05-05
488,Software Engineer II,BazaarVoice,"New York, NY+1 location",Estimated $112K - $141K a year,"Understanding of Agile or Kanban / Lean software development methodologies.
As a Software Engineer on the Social Plus team, you will play a role in delivering…",Posted30+ days ago,2022-05-05
489,Software Engineer (Infrastructure),Cresta,"Remote in New York, NY 10022",Estimated $126K - $160K a year,"Partner with engineers to build dev tools that empower developer's workflow and deployment infrastructure.
Ensure reliability of multi-cloud kubernetes clusters…",Posted30+ days ago,2022-05-05
490,Technical Manager Software Development,Verizon,"New York, NY 10036 (Midtown area)",N/A,"Coordinate activities of the group, individual contributors, and senior-level personnel to meet project deadlines and deliveries.",Posted13 days ago,2022-05-05
491,Senior Research Software Engineer,New York University,"New York, NY 10012 (Greenwich Village area)",N/A,"5+ years of work experience as a software engineer in an academic or research setting.
Experience with software packaging and distribution (eg. on pypi).",Posted30+ days ago,2022-05-05
492,Sr. Software Engineer,Code Climate,"New York, NY",Estimated $154K - $195K a year,"Competitive salary and meaningful stock options.
Monitor all of the above in a scalable way.
Work across the stack to deliver new features for Quality and…",Posted30+ days ago,2022-05-05
493,AMAZON ROBOTICS - Software Development Engineer (P),Amazon.com Services LLC,"New York, NY+2 locations",N/A,"Experience with mentoring other engineers.
2+ years of non-internship professional software development experience.
MS/PhD in Science or related field.",Posted30+ days ago,2022-05-05
494,UI Software Engineer,Riskcare,"New York, NY 10018 (Clinton area)",N/A,"An experienced UI engineer with ‘Full-Stack’ development skills, including solid knowledge of Java as well as front-end skills.",Posted30+ days ago,2022-05-05
495,"Associate, Software Engineering",KPMG,"New York, NY+8 locations",N/A,"Minimum one years of recent progressive experience developing software or similar environment.
Experience managing SDLC using Agile software development…",Posted30+ days ago,2022-05-05
496,"Software Engineer, Front End",Go2Andaman,"New York, NY",Estimated $119K - $151K a year,Notion is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application…,Posted30 days ago,2022-05-05
497,X-ray and Cryo-EM Application and Methods Development Scient...,MiTeGen LLC,"Ithaca, NY 14850",Estimated $81.1K - $103K a year,"Diffraction and image analysis software.
Biomolecular model building and refinement software.
Uses software tools for simulations and CAD design.",Posted30+ days ago,2022-05-05
498,Principal Software Engineer,Splunk,"New York, NY 10001 (Chelsea area)",N/A,"Note: Disclosure per sb19-085 (8-5-201 et seq).
Experience with development and deployment in a hosted cloud environment, preferably AWS.",Posted30+ days ago,2022-05-05
499,Account Executive - B2B SaaS (Remote),Localize,"Remote in New York, NY",N/A,"As an Account Executive, you will take ownership of our continued success in revenue growth and be responsible for all aspects of the sales process including…",Posted26 days ago,2022-05-05
500,Analytics Engineer,NorthEast Provider Solutions Inc.,"Valhalla, NY",N/A,"Create data tools and collaborate with management engineering, analytics, and data scientist team members to assist them in building and optimizing various…",Posted30+ days ago,2022-05-05
501,Android Software Engineer I,Disney Streaming,"New York, NY",N/A,"You will be building scalable, elegant solutions for the Android applications on Disney+, Star+, and Hulu across a wide array of devices including phones,…",Posted11 days ago,2022-05-05
502,IS Junior Software Developer,American Arbitration Association,"New York, NY 10271 (Financial District area)",N/A,"Develops applications, Application Programming Interface (APIs), and modules supporting system applications using java, java scripting utilizing relevant…",Posted22 days ago,2022-05-05
503,"Software Engineer II, VPE",Vimeo,"Remote in New York, NY+5 locations",N/A,"Solid understanding of object oriented design.
Write solid, scalable, reusable code with JavaScript.
Any experience with video playback or OTT platforms is a…",Posted15 days ago,2022-05-05
504,Mobile Engineer,TodayTix Group,"Hybrid remote in New York, NY+1 location",Estimated $109K - $138K a year,"You will work closely with our team of mobile engineers, product managers, QA engineers, and designers to build and maintain features for our Android and iOS…",Posted30+ days ago,2022-05-05
505,"Head of Growth Engineering, Marketing Automation",Google,"New York, NY (Chelsea area)",N/A,"5 years of experience in managing and leading teams to build rich, highly performant web applications with the latest browser technologies using JavaScript and…",Posted30+ days ago,2022-05-05
506,Frontend Engineer,Odeko,"Remote in New York, NY",Estimated $116K - $147K a year,"At Odeko, our Frontend Engineers are responsible for the day-to-day creation of experiences that deliver key value to our users.",Posted20 days ago,2022-05-05
507,Software Engineer - Automation,Universal Instruments Corporation,"Conklin, NY 13748",Estimated $80.9K - $102K a year,"Design and code software subsystems for automated equipment.
Highly flexible, quality driven, goal oriented and able to participate in a team environment.",Posted8 days ago,2022-05-05
508,"MultiChannelSDEI - 2022, Amazon DSP",Amazon.com Services LLC,"New York, NY+1 location",N/A,"12+ months of professional experience in software development.
Experience in software development and full product life-cycles.",Posted30+ days ago,2022-05-05
509,Microsoft Dynamics 365 BC / NAV Software Developers,A. B. Computer Systems,"Remote in New York, NY 10119",Estimated $91.4K - $116K a year,"With very experienced, knowledgeable, dedicated, and professional consultants and software developers, and with a proven implementation methodology, we help our…",Posted24 days ago,2022-05-05
510,Sr Software Engineer - FrontEnd - Diner Engineering Loyalty,"Grubhub Holdings, Inc.","Hybrid remote in New York, NY+1 location",N/A,"Attends or organizes local developer Meetups.
Deep understanding of software development best practices and design patterns, SRP, testing pyramids, and CI/CD.",Posted30+ days ago,2022-05-05
511,Lead Full-Stack Engineer,LSEG (London Stock Exchange Group),"New York, NY+2 locations",Estimated $111K - $140K a year,"Experience in server-side programming languages including Java, PHP.
Our solutions empower firms with faster time to market for digital properties while…",Posted30+ days ago,2022-05-05
512,Staff Software Engineer,"Grubhub Holdings, Inc.","Temporarily Remote in New York, NY 10018+1 location",N/A,"Expertise in Java, Scala, Python or a similar modern object-oriented language.
You will be working alongside other data engineers to help the company improve…",Posted21 days ago,2022-05-05
513,"Software Engineer Roku, Peacock",NBCUniversal,"New York, NY 10112 (Midtown area)+1 location",N/A,"Experience with Client-side or Server-side ad stitching technology.
2+ years of professional software development experience.",Posted30+ days ago,2022-05-05
514,Full Stack Web Developer,Envative,"Remote in Rochester, NY 14605+1 location",Estimated $98K - $124K a year,"Provide software process management and control throughout the coding portion of the software development process.
Entity Framework or a similar ORM.",Posted30+ days ago,2022-05-05
515,"Software Engineer Tech Lead / Chapter Lead, Full Stack (Remo...",Even Financial,"Remote in New York, NY+1 location",Estimated $144K - $183K a year,"Lead and mentor a team of engineers to create great products.
5+ years software engineer experience or a strong academic background in computer science.",Posted30+ days ago,2022-05-05
516,Back End Engineer,Alloy,"New York, NY",Estimated $116K - $147K a year,"Write high-quality, well-tested code to meet the needs of our clients.
Our API engineers use Node.js (TypeScript), PostgreSQL, Elasticsearch, and AWS.",Posted30+ days ago,2022-05-05
517,Senior Software Engineer - 3DELRR Radar Program,LOCKHEED MARTIN CORPORATION,"Liverpool, NY 13088+1 location",N/A,In this important role the software engineer will collaborate with other engineering disciplines and program personnel and will participate in cross functional…,Posted14 days ago,2022-05-05
518,Front End Web Developer,Jane Street,"New York, NY",Estimated $67.4K - $85.4K a year,"The web developer will contribute to our corporate website, microsites, digital campaigns, and web apps.
They will also collaborate with designers and other…",Posted13 days ago,2022-05-05
519,new,Amazon.com Services LLC,"New York, NY+2 locations",N/A,Advanced skills in Excel as well as any data visualization tools like Tableau or similar BI tools (familiarity with Tableau or Quicksight preferred).,Posted1 day ago,2022-05-05
520,"Lead Software Engineer, Mendix - (REMOTE)",eXp Realty,"Remote in New York, NY 10016",Estimated $115K - $146K a year,Partner with key stakeholders from the product and business teams as well as other software developers to ensure delivery of the right solution.,Posted14 days ago,2022-05-05
521,.Net Application Developer,"iHeartMedia, Inc.","White Plains, NY 10601+1 location",N/A,"Develops new and enhances or maintains existing software components.
Collaborate with internal teams to produce software design and architecture.",Posted30+ days ago,2022-05-05
522,Software Test Engineer (Connected Devices),Major League Baseball,"New York, NY+1 location",Estimated $97.2K - $123K a year,"Proposing process improvements and evangelizing quality throughout the software development process.
Contributing to the project's test automation suites and…",Posted30+ days ago,2022-05-05
523,"Partner Engineer, YouTube TV and Media Operations",Google,"New York, NY (Chelsea area)",N/A,"Bachelor's degree in Computer Science, a related technical field, or equivalent practical experience.
Experience with data analysis and SQL, ETL processes,…",Posted30+ days ago,2022-05-05
524,new,CBS,"Remote in New York, NY 10036+1 location",N/A,"Translate business objectives into software requirements.
Experience following and implementing software design patterns.
Eye for quality and user experience.",Posted1 day ago,2022-05-05
525,Golang R42 Engineer,Amex,"New York, NY",N/A,"The position will also play a meaningful role partnering with other development teams, testing and quality, and production support, to meet implementation dates…",Posted30+ days ago,2022-05-05
526,Software Engineer,UNITED CONCIERGE MEDICINE,"Remote in Troy, NY",Estimated $79.3K - $100K a year,"Collaborate and share technical knowledge with Product Managers and other software engineers.
Responsible for translating software requirements into technical…",Posted30+ days ago,2022-05-05
527,Senior Frontend Engineer (React),CompStak,"New York, NY+1 location",Estimated $119K - $151K a year,"You can write a good readme and great pull request.
Docker based testing environments are automatically created for every PR.
Storybook with ui-kit components.",Posted30+ days ago,2022-05-05
528,Software Engineer - Remote,Moody's,"Remote in New York, NY 10001+2 locations",N/A,"Help quality assurance engineers to fix defects.
Investigate and find the root cause for software problems reported by clients.
NET Core is a plus.",Posted26 days ago,2022-05-05
529,Senior Software Developer in Test,Cutover,"New York, NY",Estimated $110K - $139K a year,"Collaborating closely with product managers, QA-Product engineers, Software engineers, & Cloud engineers in an agile development environment.",Posted30+ days ago,2022-05-05
530,Head of Application Development,Pure Insurance,"White Plains, NY",Estimated $111K - $140K a year,Build trust in the organization by making sure application development teams meet their commitments; consistently deliver software over time with high quality.,Posted30+ days ago,2022-05-05
531,Senior Software Engineer,Endpoint Closing,"Remote in New York, NY+1 location",N/A,"We offer great benefits - Health, Dental, Vision and 401K match.
5+ years of experience building web services with JavaScript using modern frameworks/libraries …",Posted30+ days ago,2022-05-05
532,Software Engineer,Schmidt Futures,"New York, NY+1 location",Estimated $117K - $148K a year,"Have 5+ years of experience as a software engineer.
Use software experience to anticipate unmet needs across teams.",Posted30+ days ago,2022-05-05
533,Senior Software Engineer,"iHeartMedia, Inc.",New York State,N/A,"We are looking for a full-stack senior software engineer with a demonstrated track record of developing and maintaining production services, innovative thinking…",Posted14 days ago,2022-05-05
534,Embedded Software Engineer,Kodak,"Rochester, NY",N/A,"The Kodak (NexPress Digital Press) machine control software interacts with a large set of control technologies including pneumatics, motion control, temperature…",Posted8 days ago,2022-05-05
535,iOS Engineer,Hinge,"New York, NY 10010 (Park Slope area)+1 location",N/A,"You have strong software development and design fundamentals.
Your primary goals are to work with your team to grow into an independent, capable, and confident…",Posted30+ days ago,2022-05-05
536,Full Stack Software Engineer,Benefitfocus,"New York, NY+1 location",N/A,"AWS (or similar cloud computing service).
Minimum 2 years of experience in software development.
Works with senior engineers and architects on technical designs…",Posted30+ days ago,2022-05-05
537,new,Talan,"New York, NY",N/A,"3 weeks of paid vacation per year at hire and up to 5 weeks according to seniority (annual untaken vacation days are cashed out).
5 sick and 2 personal days.",Posted7 days ago,2022-05-05
538,new,GTS,"New York, NY 10022 (Midtown area)",N/A,"2 - 5 years of software development experience.
Experience designing and developing software components in Java.
Strong practical knowledge of Python and SQL.",Posted5 days ago,2022-05-05
539,Software Engineer,HSN–QVC,"New York, NY+1 location",Estimated $115K - $146K a year,"Escalate delays, issues, risks, and highlights to project managers and/or project leads.
Qurate Retail Group (QRG) is seeking a software engineer responsible…",Posted30+ days ago,2022-05-05
540,Full Stack Developer,The Powerline Group,"Remote in Port Jefferson Station, NY 11776",Estimated $83K - $105K a year,"Expert knowledge of HTML(5), CSS(3), and JavaScript for UI interactions.
Production application experience with any JS application framework (React, Angular,…",Posted30+ days ago,2022-05-05
541,new,"JPMorgan Chase Bank, N.A.","New York, NY",N/A,"Solid understanding of multithreaded software design.
Strong knowledge of server side design patterns and continuous delivery principles.",Posted1 day ago,2022-05-05
542,Remote Sr. Full Stack Developer,Nespresso,"Remote in New York, NY",N/A,"Build project timelines and project plans to manage key stakeholders and interim deadlines for on-time delivery.
Evaluate potential risks and hedge accordingly.",Posted30+ days ago,2022-05-05
543,"Producer, Gaming",Major League Baseball,"New York, NY",N/A,"Experience with the full development cycle from concept development to final delivery.
Previous experience in Jira or other issue tracking software.",Posted30+ days ago,2022-05-05
544,Senior Software Engineer,Valon Mortgage,"New York, NY+1 location",Estimated $125K - $158K a year,"4+ years of software engineering experience building quality software applications at scale.
Great at building scalable systems from scratch with a fast…",Posted30+ days ago,2022-05-05
545,"Software Development Engineer, AWS Security","Amazon Dev Center U.S., Inc.","New York, NY+7 locations",N/A,"Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews…",Posted30+ days ago,2022-05-05
546,Software/Model Engineer,Naval Nuclear Laboratory,"Schenectady, NY 12309",Estimated $92.8K - $117K a year,"Embedded electrical control systems and software.
Through this work, the engineer will gain a valuable understanding of the operation of various US Navy reactor…",Posted30+ days ago,2022-05-05
547,Software Engineer – Core Java,PRAGMA SECURITIES,"New York, NY 10018 (Garment District area)",Estimated $125K - $158K a year,"5 year’s hands-on experience developing and debugging high-quality, maintainable, and testable multithreaded server-side software in core Java.",Posted30+ days ago,2022-05-05
548,"Software Engineer, Tech Lead",Disney Streaming,"New York, NY",N/A,"8+ years of software development experience.
Ability to query and visualize data using Grafana, Kibana, ElasticSearch, CloudWatch or similar.",Posted30+ days ago,2022-05-05
549,Full Stack Developer,Instinet,"New York, NY",Estimated $112K - $142K a year,"Work within a cross-functional, hybrid team of 5-10 engineers to build and support a wide range of web applications for a mid-sized fintech firm.",Posted30+ days ago,2022-05-05
550,Senior C# developer,Citi,"New York, NY",N/A,"Extensive experience system analysis and in programming of software applications.
Able to work on the full development cycle including gathering requirements,…",Posted8 days ago,2022-05-05
551,Software Engineer,Larsen & Toubro Infotech Limited,"Getzville, NY+1 location",N/A,Ensures that storage and archiving procedures are in place and functioning correctly • Formulates and defines scope and objectives for complex application…,Posted30+ days ago,2022-05-05
552,new,First American Financial Corporation,"Remote in New York, NY+1 location",N/A,"Based on eligibility, First American offers a comprehensive benefits package including medical, dental, vision, 401k, PTO/paid sick leave and other great…",Posted4 days ago,2022-05-05
553,"Staff Software Engineer, Full Stack, Geo",Google,"New York, NY (Chelsea area)",N/A,"5 years of experience testing, and launching software products, and 3 years of experience with software design and architecture.",Posted23 days ago,2022-05-05
554,Software Engineer,ComTec Solutions,"Rochester, NY 14624+1 location",N/A,"Document all modifications to client software according to company policy.
Manage assigned ticket and task queue to meet deadlines and other milestones.",Posted30+ days ago,2022-05-05
555,Front End Developer,Droit,"New York, NY 10001 (Chelsea area)",Estimated $105K - $133K a year,They don’t just write and review code - engineers are responsible for architecting and designing the infrastructure involved with any given project/deliverable…,Posted30+ days ago,2022-05-05
556,Lead Creative Technologist (Front-End),Hush Studios,"Brooklyn, NY",Estimated $125K - $158K a year,Nearly every HUSH project is adventurous and trailblazing so you need to be comfortable with “not knowing” and active problem solving.,Posted30+ days ago,2022-05-05
557,Appian Developers (All Levels Remote),ICF,"Remote in New York, NY",N/A,"2+ years of recent work experience on a software development project in a Federal government setting.
Green Card Holder or US Citizenship required due to…",Posted30+ days ago,2022-05-05
558,Backend Software Engineer IV (Remote),Shutterstock,"Remote in New York, NY 10118+1 location",N/A,"Relevant backend software development experience, openings exist at all levels.
Helping other team members grow as engineers through code review, pairing, and…",Posted30+ days ago,2022-05-05
559,new,Videk,"Rochester, NY",Estimated $78.6K - $99.6K a year,"The test engineer will be responsible for both quality assurance and technical writing for Videk Software.
Videk is currently seeking a Software Test Engineer…",Posted5 days ago,2022-05-05
560,Software Engineer,Vestorly,"Madison, NY",Estimated $117K - $148K a year,"Build great UI and design great products.
Highly talented in software engineering, architecture, and algorithms.",Posted30+ days ago,2022-05-05
561,Junior DevOps Engineer,Hap Capital,"New York, NY 10014 (West Village area)+1 location",Estimated $76.1K - $96.3K a year,"Work with very large data sets across a variety of database and storage architectures.
Knowledge of CI/CD including Jenkins, Ansible, agile software development…",Posted30+ days ago,2022-05-05
562,Software Engineer- Reports,Tyler Technologies,"Latham, NY 12110",Estimated $84.2K - $107K a year,Implement business analytics tools so that clients can quickly analyze data trends and can readily access key performance indicators.,Posted27 days ago,2022-05-05
563,Start-Up Ventures – Full Stack Developer (Noldor),"D. E. Shaw & Co., L.P.","New York, NY",Estimated $108K - $137K a year,"Noldor, a recent spinoff venture from the D. E. Shaw group, seeks a full stack developer to manage the build-out of its enterprise SaaS data aggregation product…",Posted30+ days ago,2022-05-05
564,Machine Learning Engineer,Amex,"New York, NY",N/A,Implement highly scalable platform components and tools leveraging machine learning and deep learning models to solve real-world problems in areas such as…,Posted30+ days ago,2022-05-05
565,new,"Summit Health Management, LLC","Remote in New York, NY",Estimated $96.9K - $123K a year,Experience working with testing standards such as ISO software testing to ensure overall quality of applications meet standards.,Posted7 days ago,2022-05-05
566,Full Stack Engineer,Alloy,"New York, NY+1 location",Estimated $121K - $153K a year,"3-5+ years of experience developing software in a production environment.
Working knowledge of client-side JavaScript (ES6/React), HTML/CSS, Python (Django),…",Posted30+ days ago,2022-05-05
567,Software Engineer,CCC,"Temporarily Remote in New York, NY",N/A,"Design, build, and maintain secure, and highly scalable Restful APIs leveraging cloud technologies and serverless to support our SaaS product offerings…",Posted30 days ago,2022-05-05
568,Entry Level - Associate Developer (Commercial): Full Stack o...,IBM,"New York, NY 10001 (Chelsea area)+4 locations",N/A,"Employ IBM's Design Thinking to create products that provide a great user experience along with high performance, security, quality, and stability.",Posted15 days ago,2022-05-05
569,new,"ATTO Technology, Inc.","Buffalo, NY",Estimated $99.9K - $126K a year,"Knowledge and experience with embedded software development, including software/hardware integration.
Architect, design, develop, and maintain embedded software…",Posted4 days ago,2022-05-05
570,Software Engineer,Camp Systems International,"Ronkonkoma, NY 11779",Estimated $71K - $90K a year,"Solid understanding of objected-oriented design and software engineering principles.
During this time, you will be faced with the challenge of creating new…",Posted30+ days ago,2022-05-05
571,Front-End / Web Developer,Nespresso,"New York, NY",N/A,"Strong communication and project management skills required.
This person will liaise with another local Front-End Developer and between the US market and…",Posted30+ days ago,2022-05-05
572,"Software Engineer, Credit Solutions",Family Capital Funding,"New York, NY 10022 (Midtown area)",Estimated $110K - $140K a year,"You are passionate about technology and have a craftsman mindset toward building great software.
You have experience designing flexible & reusable software.",Posted30+ days ago,2022-05-05
573,Principal Software Engineer,Verizon,"New York, NY 10036 (Midtown area)+2 locations",N/A,"You will need to be independent, self-driven, self-organizing and hungry for learning.
Experience in building high-performance, highly-available and scalable…",Posted30+ days ago,2022-05-05
574,SENIOR SOFTWARE ENGINEER,Gallery Media Group,New York State,Estimated $130K - $165K a year,We are seeking a full-time Senior Software Engineer for the New York City area with an interest in Web3 and Crypto (Remote right now).,Posted30+ days ago,2022-05-05
575,Quantitative Model Developer - VP,Citi,"New York, NY",N/A,"Excellent communication and interpersonal skills to allow collaboration with Citi colleagues.
Expert programming skills to develop statistical models, with…",Posted8 days ago,2022-05-05
576,Teaching Assistant - Web Development,Together Education,"Remote in New York, NY",N/A,"Respond to emails from students and colleagues within one business day.
Experience with Google Drive and a learning management software (ideally Canvas).",Posted30+ days ago,2022-05-05
577,JUNIOR SOFTWARE DEVELOPER,Fundamental Interactions,"New York, NY",Estimated $78.2K - $99K a year,Work with other developers and project managers to develop and deliver software products and solution implementations.,Posted30+ days ago,2022-05-05
578,Senior Full Stack Engineer,NerdWallet,"Remote in New York, NY",N/A,"5-7 years of technical experience.
Some familiarity with the current stack or similar technologies: Rails, React, AWS, Postgres, Docker, CircleCI, StatsD,…",Posted30+ days ago,2022-05-05
579,Full Stack Software Engineer (Senior),City Hive,"New York, NY+1 location",Estimated $133K - $168K a year,"For that, we have an insane test coverage with thousands of tests across the stack, allowing us to deploy to production many times a day.",Posted30+ days ago,2022-05-05
580,Front-End Developer,element^n,"New York, NY",Estimated $91.1K - $115K a year,"Familiar with source control principles and comfortable with Subversion.
A good ideology for managing maintainable, scalable and cross-browser code across large…",Posted30+ days ago,2022-05-05
581,Full Stack Software Engineer,Major League Baseball,"New York, NY+1 location",Estimated $106K - $134K a year,"Experience working with cloud-native tooling such as Kubernetes, Docker, Terraform.
Experience with public cloud providers such as Google Cloud, AWS, Azure.",Posted30+ days ago,2022-05-05
582,Front End Developer,"ClinicalMind, LLC","Remote in New York, NY 10038",Estimated $101K - $128K a year,"Familiarity with server-side programming (e.g. Node.js, Python).
Comfortable with version control, preferably Git.
Experience working in an agile environment.",Posted30+ days ago,2022-05-05
583,Quality Assurance Engineer,Life House,"Remote in New York, NY",Estimated $99.3K - $126K a year,"Work closely with Engineering teams on all aspects of the software development life cycle.
With new hotels opening every month, our team is acutely focused on…",Posted8 days ago,2022-05-05
584,Software QA Engineer 1,IQVIA,"Orchard Park, NY+1 location",N/A,"Under general supervision, conducts quality assurance testing of highly complex software applications.
Participates in Agile Team meetings with responsibility…",Posted30+ days ago,2022-05-05
585,Lead Software Developer,ThoughtWorks,"New York, NY 10016 (NoMad area)",Estimated $142K - $180K a year,You will lead or take part in the entire cycle of software consulting and delivery from ideation to deployment and everything in between.,Posted30+ days ago,2022-05-05
586,new,Weill Cornell Medicine,"New York, NY",N/A,"Ability to write effective stored procedures and readiness to write stored procedures in Sybase, MS SQL Server, Oracle and MySQL databases.",Posted2 days ago,2022-05-05
587,"Java UI Developer, Software Engineer - Advanced",Siemens,"Remote in Melville, NY 11747",N/A,You are a sophisticated software engineer who can craft and maintain client-side code to hold up a flourishing physics-simulation product that runs both on the…,Posted30+ days ago,2022-05-05
588,Software Engineer - Mobile Application,OTG Management,"New York, NY 10010 (NoMad area)",N/A,At least 2 years of experience in software development; full software development lifecycle experience required.,Posted30+ days ago,2022-05-05
589,Software Developer (OBIEE),"NetStrive Consulting, LLC","New York, NY",Estimated $114K - $144K a year,"Bachelor’s degree in computer science, computer information systems, information technology, or.
A combination of education and experience equating to the U.S.…",Posted30+ days ago,2022-05-05
590,Software Engineer,Hearst Media Services,"New York, NY 10019 (Midtown area)+1 location",Estimated $116K - $147K a year,"You have 3+ experience with client and server-side programming in React, Node.js, Python, and other similar languages.",Posted30+ days ago,2022-05-05
591,Software Data Engineer,"CBL Path, Inc.","Rye Brook, NY 10573",N/A,"Knowledgeable on best practices for the full software development life cycle, including coding standards, code reviews, source control management (Git), build…",Posted30+ days ago,2022-05-05
592,Software Engineer III (Internal Tools),Unite Us,"Remote in New York, NY+5 locations",Estimated $91.3K - $116K a year,"Experience with ReactJS would be very valuable.
Knowledge of AWS and related services such as EC2 or RDS would be very valuable.",Posted15 days ago,2022-05-05
593,Software Engineer (Hybrid),BAE Systems,"Hybrid remote in Rome, NY 13441",N/A,"Experience with Java, JavaScript, or a similar language such as C#.
There will be opportunities to work in either Java or Javascript (or both if inclined).",Posted30+ days ago,2022-05-05
594,Java Software Engineer (REMOTE),Broadridge,"Remote in Edgewood, NY+3 locations",N/A,Implement changes according to standard turnover procedures with a CI/CD focus including weekend or late evening coverage where required.,Posted30+ days ago,2022-05-05
595,Front-End Developer,NextgenUSCorp,"New York, NY",Estimated $71.4K - $90.4K a year,"Candidates must have good knowledge of PHP, HTML and MySQL.",Posted30+ days ago,2022-05-05
596,new,Mount Sinai,"New York, NY 10003 (East Village area)",N/A,"Serving as a role model confronting racist, sexist, or other inappropriate actions by speaking up, challenging exclusionary organizational practices, and…",Posted1 day ago,2022-05-05
597,Software Engineer,Franklin Templeton Investments,"New York, NY 10007 (Tribeca area)+1 location",N/A,"Reviews source code of more junior engineers.
Bachelor's degree in Computer Science or Computer Applications; or equivalent with the identified technology skill…",Posted30+ days ago,2022-05-05
598,Software Engineer - Node.js (Remote),Broadridge,"Remote in Edgewood, NY+4 locations",N/A,"Perform coding following the best software engineering principles, including documenting software design and code.",Posted30+ days ago,2022-05-05
599,new,New York University,"New York, NY 10012 (Greenwich Village area)",N/A,Responsibilities include: work with faculty committees and staff to create and maintain the conceptual framework of Courant and departmental websites; implement…,Posted1 day ago,2022-05-05
600,Remote Windows and Linux Server Engineer,Banner Health,"Remote in Blauvelt, NY 10913",N/A,"Interacts with the customer, from a variety of departments, to research and develop solutions to support issues resulting in a positive experience for the…",Posted18 days ago,2022-05-05
601,Front-End Developer,NextgenUSCorp,"New York, NY",Estimated $71.4K - $90.4K a year,"Candidates must have good knowledge of PHP, HTML and MySQL.",Posted30+ days ago,2022-05-05
602,DevOps Engineer,Boost Insurance Agency,"Remote in New York, NY",Estimated $123K - $155K a year,"Continue to keep the lights on (day-to-day administration).
As the DevOps engineer, you will be responsible for designing, implementing, and maintaining our AWS…",Posted22 days ago,2022-05-05
603,DevOps Engineer,"ClinicalMind, LLC","Remote in New York, NY 10038",Estimated $90.2K - $114K a year,"Excellent reputation for resolving problems and improving customer satisfaction, offers unique, cutting-edge live and digital initiatives designed to integrate,…",Posted30+ days ago,2022-05-05
604,Software Engineer in Test - Level 3 (Remote),Shutterstock,"Remote in New York, NY 10118+1 location",N/A,"5+ years of professional experience in software testing and software development - Node.js.
Evaluate software quality to ensure that software is performing…",Posted8 days ago,2022-05-05
605,Ruby on Rails Engineer - Apple Media Products,Apple,"New York, NY",N/A,"At least 5 years software development experience preferably in Ruby on Rails.
They develop the custom software used to process all the creative work, the tools…",Posted30+ days ago,2022-05-05
606,Lead Site Reliability Engineer,Disney Streaming,"New York, NY+1 location",N/A,"Experience working with cloud platforms, preferably AWS.
Develop software for the purposes of automating, monitoring, and maintaining deployed infrastructure…",Posted30+ days ago,2022-05-05
607,"Product Security Engineer, Software Services",Google,"New York, NY (Chelsea area)+2 locations",N/A,"2 years of experience in testing the security of software systems.
2 years of experience in software security analysis, code auditing, and product reviews.",Posted30+ days ago,2022-05-05
608,Sr. Java Software Engineer (Hybrid - Flexible Options),Broadridge,"Edgewood, NY+3 locations",N/A,"Maintain the consistently high quality of the software code.
Experience working with complex requirements and specification documents, and devise and develop…",Posted30+ days ago,2022-05-05
609,Quantitative Developer,Pacific Investment Management Company LLC,"New York, NY",Estimated $112K - $142K a year,PIMCO Portfolio Management Analytics is seeking a strong python developer and data scientist to support the Portfolio Management Group.,Posted30+ days ago,2022-05-05
610,Full Stack Sr. Engineer,GFT Technologies SE,"Remote in New York, NY 10016",Estimated $139K - $175K a year,Competitive Base Salary Based on Experience plus metric based performance bonus.,Posted8 days ago,2022-05-05
611,Sr Jira / Atlassian Administrator,Disney Streaming,"New York, NY",N/A,"Familiarity with procedures involved in the technical administration of software applications which includes the installation, configuration, patching,…",Posted11 days ago,2022-05-05
612,Software Engineer II,Nielsen,"Remote in New York, NY",N/A,"Configure software to run in the cloud.
Ability to design scalable modules for machine learning and statistical applications.
Proficiency in Python, Spark, SQL.",Posted30+ days ago,2022-05-05
613,Software Engineer,Macy’s,"Long Island City, NY 11101+2 locations",N/A,"Knowledge of design patterns: Object-oriented development, client-side MVC.
A customer-centric mentality/passion for building products with great UX.",Posted30+ days ago,2022-05-05
