,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
121,Machine Learning Engineer,Analytic Partners,"New York, NY 10017 (Murray Hill area)+1 location",Estimated $99.5K - $126K a year,"The team is comprised of motivated full-stack machine learning engineers and covers from backend solution design, modeling, to frontend development.",Posted30+ days ago,2022-05-05
122,Software Engineer,Citi,"New York, NY",N/A,"You will work alongside experienced colleagues to further develop your analytical and quantitative skills.
Experience contributing to Open-Source project.",Posted30+ days ago,2022-05-05
123,Software Engineer,Arcesium,"New York, NY+1 location",Estimated $140K - $178K a year,The ideal candidate will have a strong academic background in computer science or another related major and at least one experience as a full time software…,Posted30+ days ago,2022-05-05
124,"Software Dev Engineer, Test",Amazon.com Services LLC,"New York, NY+6 locations",N/A,"We’re looking for someone with a demonstrated track record of highly-scalable, global software solutions.
Experienced in Agile or Scrum software development…",Posted30+ days ago,2022-05-05
125,"Staff Software Engineer, Learning and Education",Google,"New York, NY (Chelsea area)+4 locations",N/A,"5 years of experience testing, and launching software products, and 3 years of experience with software design and architecture.",Posted14 days ago,2022-05-05
126,Software Engineer 2,Rakuten Advertising,"Hybrid remote in New York, NY 10003+2 locations",N/A,"Partner with UI/UX designers to create the right workflow for our users Collaborate with your squad of engineers, a project manager, and a product manager to…",Posted30+ days ago,2022-05-05
127,Front-End Engineer,Till Financial,"Remote in Brooklyn, NY 11231",Estimated $99.2K - $126K a year,"You care about your co-workers and customers, and find fulfillment in being involved in the full lifecycle of product development, from ideation to production.",Posted30+ days ago,2022-05-05
128,"Software Engineer (Sr or Staff), Crypto",Twitter,"New York, NY",Estimated $146K - $185K a year,"5+ years of software engineering experience, of which 2+ years should be building on-chain or working on blockchain protocols themselves.",Posted14 days ago,2022-05-05
129,new,Zebra Technologies,"Holtsville, NY 11742",N/A,"Experience in Automation Framework ( RFS ) and Scripting Language ( python ) would be good .
Bachelor?s degree from an accredited college or university in…",PostedToday,2022-05-05
130,Software Engineer,Capgemini,"New York, NY+2 locations",N/A,"Job Title: Angular Developer (Full time with Benefits).
Develop User interfaces for Modern Rich Internet Applications with the latest Front End Technologies.",Posted11 days ago,2022-05-05
131,Software Engineer,Foursquare,"New York, NY+5 locations",Estimated $112K - $141K a year,"Influence key decisions on architecture and scalable data processing and analytics structure.
Foursquare’s flexible building blocks include technology to…",Posted30+ days ago,2022-05-05
132,C#/.NET Engineer,Morgan Stanley,"New York, NY+2 locations",N/A,"Experience with public cloud deployment and tool chain.
Computing fundamentals including a clear understanding of data structures, algorithms, software design…",Posted30+ days ago,2022-05-05
133,new,VMware,"Remote in New York, NY+21 locations",N/A,"If you are looking forward to working on tooling for packaging, builds, artifact management, product development to comply with security certifications and…",Posted1 day ago,2022-05-05
134,Frontend Software Engineer,Shortcut,"Remote in New York, NY+1 location",N/A,"Work-life balance: A flexible open vacation policy, in addition to 10 company holidays, 5 sick days, and 3 ""Dot Days"" (our term for bonus days off), community …",Posted30+ days ago,2022-05-05
135,Software Engineer,Showtime,"New York, NY 10019 (Midtown area)",N/A,"We are looking for roughly 3 + years of hands-on development experience with Java or similar language, ideally using Spring.",Posted22 days ago,2022-05-05
136,new,Google,"New York, NY (Chelsea area)+34 locations",N/A,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking…",Posted6 days ago,2022-05-05
137,Software Engineer,Baldwin Risk Partners,"Latham, NY",Estimated $89.4K - $113K a year,"Mentor and guide other software engineers.
Our goals include maximizing developer productivity through fine tuned scalable infrastructure and robust systems…",Posted14 days ago,2022-05-05
138,"Software Engineer, Full Stack - Multiple Teams (Multiple Lev...",Clear Street,"New York, NY+1 location",Estimated $115K - $145K a year,"You deliver great products; writing client-side Typescript or JavaScript with React/ Redux frameworks, and server-side node.js or Go(lang).",Posted30+ days ago,2022-05-05
139,Software / Web Developer,Source Enterprises,"New York, NY 10036 (Midtown area)",Estimated $57.5K - $72.9K a year,"Some of our former interns (on the software development side as well as graphic design and marketing dept.).
Develop your skills and augment your training with…",Posted30+ days ago,2022-05-05
140,"MTS 1, Software Engineer",PayPal,"New York, NY",N/A,3+ years experience building software or web applications with object oriented or functional programming languages.,Posted30+ days ago,2022-05-05
141,Senior Software Engineer - Reporting,Gilded,"Remote in New York, NY 10007",N/A,"Experience with professional software team collaboration using Git and GitHub.
5+ years of experience developing financial or other data-intensive software.",Posted30+ days ago,2022-05-05
142,Web Builder,American Express Global Business Travel,"New York, NY",N/A,"Consistently deliver exceptional customer service by fostering an environment of hospitality for clients, customers and colleagues.",Posted30+ days ago,2022-05-05
143,Senior Engineer - Front-End (UI),Amex,"New York, NY",N/A,"Responsible for the applications architecture, work/coordinate with other team’s architect, engineers and vendors as necessary.",Posted8 days ago,2022-05-05
144,Test Automation Engineer,Carta,"Santa Clara, NY+1 location",Estimated $94.6K - $120K a year,"Sets the standard and mentors all engineers on best practices around testing.
This role involves a broad range of functions including systems/business analysis,…",Posted30+ days ago,2022-05-05
145,Software Engineer,Belong,"Remote in New York, NY 10025+1 location",Estimated $124K - $157K a year,"5+ years of experience as a software engineer writing production code in a professional environment.
In addition to competitive pay, Belong Gaming Arenas offer…",Posted30+ days ago,2022-05-05
146,Frontend Engineer,Uno Health,"Remote in New York, NY 10001",Estimated $126K - $159K a year,"Enjoy working collaboratively with design, product, and operations to ensure you are building a great user experience.",Posted30+ days ago,2022-05-05
147,"Staff Software Engineer, Management and Data Center Infrastr...",Google,"New York, NY (Chelsea area)",N/A,"5 years of experience testing and launching software products, and 3 years of experience with software design and architecture.",Posted12 days ago,2022-05-05
148,Principal Software Engineer,Disney Streaming,"New York, NY+3 locations",N/A,"Experience using source control systems (such as Git) and CI/CD pipelines (such as Jenkins).
Strong back-end programming skills such as Java, Kotlin, Go, Scala…",Posted30+ days ago,2022-05-05
149,Full Stack Engineer – NY Knicks,Madison Square Garden Entertainment,"Remote in Tarrytown, NY 10591",N/A,"Execute and support projects through entire software development lifecycle.
Interface with Basketball Operations departments to build visualizations, tools, and…",Posted30+ days ago,2022-05-05
150,"Software Engineer, Fullstack",Notion,"New York, NY",Estimated $117K - $148K a year,Notion is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application…,Posted30+ days ago,2022-05-05
151,"Full-Stack Software Engineer, TikTok User Growth",TikTok,"New York, NY 10017 (Midtown area)+1 location",Estimated $127K - $161K a year,"Data analytics mindset and skills: EDA using Python (pandas, Jupyter Notebook), BI tools, SQL, Hive, building data pipelines.
UI/UX instincts and knowledge.",Posted30+ days ago,2022-05-05
152,iOS Software Engineer I,Disney Streaming,"New York, NY",N/A,"Experience integrating with backend systems, web services, and third-party software.
Experience in hair-follicle-controlled culinary preparation, CDA code 2319…",Posted30+ days ago,2022-05-05
153,new,M&T Bank,"Hybrid remote in Buffalo, NY+14 locations",N/A,"Minimum of an Associate’s degree and 5 years’ systems analysis/application development experience, or in lieu of a degree, a combined minimum of 7 years’ higher…",Posted5 days ago,2022-05-05
154,Full Stack Developer,McGraw Hill,"New York, NY",N/A,"Solid software engineering fundamentals - unit testing, object-oriented design, functional programming, agile development.",Posted12 days ago,2022-05-05
155,"General Hiring: Software Engineer,TikTok Product Engineering",TikTok,"New York, NY 10017 (Midtown area)",Estimated $101K - $127K a year,"A solid foundation in computer science, with competencies in data structures, algorithms, and software design.",Posted30+ days ago,2022-05-05
156,new,Prime Matter Labs,"New York, NY",Estimated $109K - $138K a year,"You have 2+ years experience working in Ruby/Rails or similar backend languages/frameworks.
You care about software architecture, writing high-quality code,…",Posted1 day ago,2022-05-05
157,Software Development Engineer New York or Remote,Tapestry,"Remote in New York, NY",N/A,"Contribute to software engineering best practices globally across the organization.
Basic understanding of Agile methods and modern software development…",Posted30+ days ago,2022-05-05
158,new,Experian,"Remote in New York, NY 10016",N/A,"5+ years of software engineering.
Mentor junior engineers and enable their growth.
In addition to a competitive base salary and variable pay opportunity,…",PostedJust posted,2022-05-05
159,Associate Software Engineer,M&T Bank,"Hybrid remote in Buffalo, NY+19 locations",N/A,"JQuery, AngularJS, React, Bootstrap, vanilla CSS, SASS/LESS, responsive CSS.
Minimum of an Associate degree and 4 years’ systems analysis/application…",Posted30+ days ago,2022-05-05
160,Web Designer/Developer,Long Island University,"Brookville, NY 11548",N/A,"Perform website maintenance and analytics, including administration of site architecture and publication of content updates using Sitecore CMS in accordance…",Posted30+ days ago,2022-05-05
161,QA Automation Engineer - Apple,Paramount,"New York, NY 10036+1 location",N/A,Work alongside and mentor other test engineers to continuously improve process and provide recommendations into our internal training boot camps.,Posted16 days ago,2022-05-05
162,Software Developer,Architecture Technology Corporation (ATCorp),"Ithaca, NY",N/A,"Per government contract requirements, candidates for these positions must be a citizen of the United States or an alien lawfully admitted for permanent…",Posted30+ days ago,2022-05-05
163,Firmware/Software Engineer- Entry Level,Zebra Technologies,"Holtsville, NY 11742+1 location",N/A,"Experience with debugging embedded software (firmware).
The position includes collaborating with engineers and customers world-wide.",Posted30+ days ago,2022-05-05
164,Software Engineer,Voyager Digital,"Remote in New York, NY+1 location",Estimated $146K - $185K a year,"Using Continuous Delivery practices and DevOps tools to deliver software.
7+ years of recent hands-on coding and software design.",Posted30+ days ago,2022-05-05
